state,level,office_or_chamber,party,official_url,press_listing_url,roster_url,detail_url_pattern,cms_family,requires_js,pagination,feed_rss,feed_wp_json,post_frequency_estimate,scraping_strategy,attribution_strategy,classification,confidence,weird_risks,_origin_file
MN,executive,governor,,https://mn.gov/governor/,https://mn.gov/governor/newsroom/,,https://mn.gov/governor/newsroom/{slug}/,proprietary,False,querystring,,,weekly,httpx_html,,needs_profile,0.5,['mn.gov state portal CMS'],exec_govs_ags.json
MN,executive,sos,,https://www.sos.state.mn.us/,https://www.sos.state.mn.us/about-the-office/news-room/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.55,[],exec_other_statewide.json
MN,executive,treasurer,,,,,,,,,,,,n/a,,do_not_claim_member_coverage,0.95,['MN abolished State Treasurer office in 2003'],exec_other_statewide.json
MO,executive,ag,,https://ago.mo.gov/,https://ago.mo.gov/home/news/,,https://ago.mo.gov/home/news/{year}/{month}/{day}/{slug},proprietary,False,querystring,,,weekly,httpx_html,,needs_profile,0.45,[],exec_govs_ags.json
MO,executive,auditor,,https://auditor.mo.gov/,https://auditor.mo.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.55,[],exec_other_statewide.json
MO,executive,governor,,https://governor.mo.gov/,https://governor.mo.gov/news,,https://governor.mo.gov/press-releases/{date}/{slug},drupal,False,querystring,,,weekly,httpx_html,,needs_profile,0.5,[],exec_govs_ags.json
MO,executive,ltgov,,https://ltgov.mo.gov/,https://ltgov.mo.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,rare,httpx_listing_walk,,needs_profile,0.35,[],exec_other_statewide.json
MO,executive,sos,,https://www.sos.mo.gov/,https://www.sos.mo.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
MO,executive,treasurer,,https://treasurer.mo.gov/,https://treasurer.mo.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.45,[],exec_other_statewide.json
MS,executive,ag,,https://www.ago.state.ms.us/,https://www.ago.state.ms.us/category/releases/,,https://www.ago.state.ms.us/{year}/{month}/{day}/{slug}/,wordpress,False,querystring,https://www.ago.state.ms.us/feed/,https://www.ago.state.ms.us/wp-json/wp/v2/posts,weekly,wp_json,,ready_first_wave,0.6,[],exec_govs_ags.json
MS,executive,ag_commissioner,,https://www.mdac.ms.gov/,https://www.mdac.ms.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.45,[],exec_other_statewide.json
MS,executive,auditor,,https://www.osa.ms.gov/,https://www.osa.ms.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.55,"['High-profile auditor, frequent press']",exec_other_statewide.json
MS,executive,governor,,https://www.governorreeves.ms.gov/,https://www.governorreeves.ms.gov/news/,,https://www.governorreeves.ms.gov/news/{slug}/,wordpress,False,querystring,https://www.governorreeves.ms.gov/feed/,https://www.governorreeves.ms.gov/wp-json/wp/v2/posts,weekly,wp_json,,ready_first_wave,0.65,[],exec_govs_ags.json
MS,executive,insurance_commissioner,,https://www.mid.ms.gov/,https://www.mid.ms.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
MS,executive,ltgov,,https://www.ltgovernor.ms.gov/,https://www.ltgovernor.ms.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
MS,executive,sos,,https://www.sos.ms.gov/,https://www.sos.ms.gov/communications/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
MS,executive,treasurer,,https://treasury.ms.gov/,https://treasury.ms.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
MT,executive,ag,,https://dojmt.gov/,https://dojmt.gov/news/,,https://dojmt.gov/news/{slug}/,wordpress,False,querystring,https://dojmt.gov/feed/,https://dojmt.gov/wp-json/wp/v2/posts,weekly,wp_json,,ready_first_wave,0.65,[],exec_govs_ags.json
MT,executive,auditor,,https://csimt.gov/,https://csimt.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.45,['MT State Auditor is also Commissioner of Securities and Insurance'],exec_other_statewide.json
MT,executive,governor,,https://gov.mt.gov/,https://gov.mt.gov/News/,,https://news.mt.gov/Governors-Office/{slug},custom-aspnet,False,querystring,,,weekly,httpx_html,,needs_profile,0.45,['news.mt.gov shared news platform'],exec_govs_ags.json
MT,executive,sos,,https://sosmt.gov/,https://sosmt.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
MT,executive,spi,,https://opi.mt.gov/,https://opi.mt.gov/News,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.45,[],exec_other_statewide.json
NC,executive,Governor,,,,,https://governor.nc.gov/news/press-releases/{YYYY}/{MM}/{DD}/{slug},,False,,https://governor.nc.gov/news/feed,,,,,,0.85,,selector_deep_dive.json
NC,executive,ag,,https://ncdoj.gov/,https://ncdoj.gov/newsroom/,,https://ncdoj.gov/{slug}/,wordpress,False,querystring,https://ncdoj.gov/feed/,https://ncdoj.gov/wp-json/wp/v2/posts,daily,wp_json,,ready_first_wave,0.98,[],exec_govs_ags.json
NC,executive,ag_commissioner,,https://www.ncagr.gov/,https://www.ncagr.gov/news/press-releases,,https://www.ncagr.gov/news/press-releases/[YYYY]/[MM]/[DD]/[slug],[NEEDS VERIFICATION],False,year_archive,,,weekly,httpx_listing_walk,,ready_first_wave,0.78,[],exec_other_statewide.json
NC,executive,auditor,,https://www.auditor.nc.gov/,https://www.auditor.nc.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,multiple_weekly,httpx_listing_walk,,needs_profile,0.6,['Recently rebranded from ncauditor.net to auditor.nc.gov'],exec_other_statewide.json
NC,executive,governor,,https://governor.nc.gov/,https://governor.nc.gov/news/press-releases,,https://governor.nc.gov/news/press-releases/{year}/{month}/{day}/{slug},proprietary,False,querystring,,,weekly,httpx_html,,ready_first_wave,0.7,['Custom NC government CMS'],exec_govs_ags.json
NC,executive,insurance_commissioner,,https://www.ncdoi.gov/,https://www.ncdoi.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
NC,executive,labor_commissioner,,https://www.labor.nc.gov/,https://www.labor.nc.gov/news/press-releases,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
NC,executive,ltgov,,https://www.ltgov.nc.gov/,https://www.ltgov.nc.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.5,['NC LG separate from Gov; verify incumbent'],exec_other_statewide.json
NC,executive,sos,,https://www.sosnc.gov/,https://www.sosnc.gov/news_events/press_releases,,https://sosnc.gov/WebFiles/Documents/Forms/Press_Releases/[FILE].pdf,static_with_pdf_releases,False,list_pagination,,,weekly,listing_walk_pdf_extraction,,needs_profile,0.7,['PDF-only releases; cert verification error on direct WebFetch'],exec_other_statewide.json
NC,executive,spi,,https://www.dpi.nc.gov/,https://www.dpi.nc.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.45,['Verify incumbent — recent election'],exec_other_statewide.json
NC,executive,treasurer,,https://www.nctreasurer.gov/,https://www.nctreasurer.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.55,['402 on direct probe (anti-bot)'],exec_other_statewide.json
ND,executive,ag,,https://attorneygeneral.nd.gov/,https://attorneygeneral.nd.gov/news/,,https://attorneygeneral.nd.gov/news/{slug}/,wordpress,False,querystring,https://attorneygeneral.nd.gov/feed/,https://attorneygeneral.nd.gov/wp-json/wp/v2/posts,weekly,wp_json,,ready_first_wave,0.55,[],exec_govs_ags.json
ND,executive,ag_commissioner,,https://www.nd.gov/ndda/,https://www.nd.gov/ndda/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
ND,executive,auditor,,https://www.nd.gov/auditor/,https://www.nd.gov/auditor/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.45,[],exec_other_statewide.json
ND,executive,governor,,https://www.governor.nd.gov/,https://www.governor.nd.gov/news,,https://www.governor.nd.gov/news/{slug},drupal,False,querystring,,,weekly,httpx_html,,needs_profile,0.5,['NB: ND Gov Kelly Armstrong is the same person who left the OK Senate replacement context — verify'],exec_govs_ags.json
ND,executive,insurance_commissioner,,https://www.insurance.nd.gov/,https://www.insurance.nd.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
ND,executive,psc,,https://www.psc.nd.gov/,https://www.psc.nd.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,['3 commissioners; institutional press'],exec_other_statewide.json
ND,executive,sos,,https://www.sos.nd.gov/,https://www.sos.nd.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
ND,executive,spi,,https://www.nd.gov/dpi/,https://www.nd.gov/dpi/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.45,[],exec_other_statewide.json
ND,executive,treasurer,,https://www.treasurer.nd.gov/,https://www.treasurer.nd.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,rare,httpx_listing_walk,,needs_profile,0.35,[],exec_other_statewide.json
NE,executive,ag,,https://ago.nebraska.gov/,https://ago.nebraska.gov/news,,https://ago.nebraska.gov/news/{slug},drupal,False,querystring,,,weekly,httpx_html,,needs_profile,0.45,[],exec_govs_ags.json
NE,executive,auditor,,https://auditors.nebraska.gov/,https://auditors.nebraska.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.45,[],exec_other_statewide.json
NE,executive,governor,,https://governor.nebraska.gov/,https://governor.nebraska.gov/press,,https://governor.nebraska.gov/press/{slug},drupal,False,querystring,,,weekly,httpx_html,,needs_profile,0.5,[],exec_govs_ags.json
NE,executive,psc,,https://psc.nebraska.gov/,https://psc.nebraska.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.35,['5 commissioners by district; institutional press'],exec_other_statewide.json
NE,executive,sos,,https://sos.nebraska.gov/,https://sos.nebraska.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.45,[],exec_other_statewide.json
NE,executive,treasurer,,https://treasurer.nebraska.gov/,https://treasurer.nebraska.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
NH,executive,ag,,https://www.doj.nh.gov/,https://www.doj.nh.gov/news,,https://www.doj.nh.gov/news/{slug},drupal,False,querystring,,,weekly,httpx_html,,needs_profile,0.4,['Probe 403'],exec_govs_ags.json
NH,executive,governor,,https://www.governor.nh.gov/,https://www.governor.nh.gov/news-and-media/press-releases,,https://www.governor.nh.gov/news-and-media/{slug},drupal,False,querystring,,,weekly,httpx_html,,needs_profile,0.4,['Probe 403'],exec_govs_ags.json
NJ,executive,ag,,https://www.njoag.gov/,https://www.njoag.gov/news/,,https://www.njoag.gov/{slug}/,wordpress,False,querystring,https://www.njoag.gov/feed/,https://www.njoag.gov/wp-json/wp/v2/posts,daily,wp_json,,ready_first_wave,0.6,['Probe 403 — WAF'],exec_govs_ags.json
NJ,executive,governor,,https://nj.gov/governor/,https://nj.gov/governor/news/news/562025/,,https://nj.gov/governor/news/news/562025/approved/{slug}.shtml,static-html,False,next-link,https://nj.gov/governor/news/news/562025/rss.xml,,daily,rss,,ready_first_wave,0.55,['Static .shtml pages; year-coded subdir'],exec_govs_ags.json
NM,executive,ag,,https://nmag.gov/,https://nmag.gov/news-and-events/news-releases/,,https://nmag.gov/news-and-events/{slug}/,wordpress,False,querystring,https://nmag.gov/feed/,https://nmag.gov/wp-json/wp/v2/posts,weekly,wp_json,,ready_first_wave,0.5,['Probe 403 on category page; WP-JSON probe also 403'],exec_govs_ags.json
NM,executive,auditor,,https://www.saonm.org/,https://www.saonm.org/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.45,[],exec_other_statewide.json
NM,executive,governor,,https://www.governor.state.nm.us/,https://www.governor.state.nm.us/category/news/,,https://www.governor.state.nm.us/{year}/{month}/{day}/{slug}/,wordpress,False,querystring,https://www.governor.state.nm.us/feed/,https://www.governor.state.nm.us/wp-json/wp/v2/posts,daily,wp_json,,ready_first_wave,0.95,[],exec_govs_ags.json
NM,executive,land_commissioner,,https://www.nmstatelands.org/,https://www.nmstatelands.org/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
NM,executive,psc,,https://www.prc.nm.gov/,https://www.prc.nm.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,n/a,,do_not_claim_member_coverage,0.7,['NM PRC switched from elected to appointed in 2023'],exec_other_statewide.json
NM,executive,sos,,https://www.sos.nm.gov/,https://www.sos.nm.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
NM,executive,treasurer,,https://www.nmsto.gov/,https://www.nmsto.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
NV,executive,ag,,https://ag.nv.gov/,https://ag.nv.gov/News/PR/,,https://ag.nv.gov/News/PR/{year}/{slug}/,wordpress,False,querystring,https://ag.nv.gov/feed/,https://ag.nv.gov/wp-json/wp/v2/posts,weekly,wp_json,,ready_first_wave,0.6,[],exec_govs_ags.json
NV,executive,controller,,https://controller.nv.gov/,https://controller.nv.gov/News/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
NV,executive,governor,,https://gov.nv.gov/,https://gov.nv.gov/News/Press/,,https://gov.nv.gov/News/Press/{year}/{slug}/,wordpress,False,querystring,https://gov.nv.gov/feed/,https://gov.nv.gov/wp-json/wp/v2/posts,weekly,wp_json,,ready_first_wave,0.65,[],exec_govs_ags.json
NV,executive,ltgov,,https://ltgov.nv.gov/,https://ltgov.nv.gov/News/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,rare,httpx_listing_walk,,needs_profile,0.35,[],exec_other_statewide.json
NV,executive,sos,,https://www.nvsos.gov/,https://www.nvsos.gov/sos/about/press-releases,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
NV,executive,treasurer,,https://www.nevadatreasurer.gov/,https://www.nevadatreasurer.gov/News,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.45,[],exec_other_statewide.json
NY,executive,Attorney General,,,,,https://ag.ny.gov/press-release/{YYYY}/{slug},,False,,,,,,,,0.85,,selector_deep_dive.json
NY,executive,Governor,,,,,https://www.governor.ny.gov/news/{slug},,False,,,,,,,,0.8,,selector_deep_dive.json
NY,executive,State Senate (chamber-wide press),,,,,,,,,,,,,,,0.3,,selector_deep_dive.json
NY,executive,ag,,https://ag.ny.gov/,https://ag.ny.gov/press-releases,,https://ag.ny.gov/press-release/{year}/{slug},drupal,False,querystring,,,daily,httpx_html,,ready_first_wave,0.9,[],exec_govs_ags.json
NY,executive,comptroller,,https://www.osc.ny.gov/,https://www.osc.ny.gov/press,,https://www.osc.ny.gov/press/releases/[YYYY]/[MM]/[slug],drupal,False,filtered_list,,,multiple_weekly,drupal_listing_walk_with_pagination,,ready_first_wave,0.92,[],exec_other_statewide.json
NY,executive,governor,,https://www.governor.ny.gov/,https://www.governor.ny.gov/news,,https://www.governor.ny.gov/news/{slug},drupal,False,querystring,,,daily,httpx_html,,ready_first_wave,0.85,['No RSS detected on listing'],exec_govs_ags.json
NY,executive,ltgov,,https://www.governor.ny.gov/lieutenant-governor,https://www.governor.ny.gov/lieutenant-governor,,[shared with Governor feed],drupal,False,,,,shared_with_governor,skip_shared_feed,,do_not_claim_member_coverage,0.85,"[""LG releases on Governor's feed; do not double-count""]",exec_other_statewide.json
OH,executive,ag,,https://www.ohioattorneygeneral.gov/,https://www.ohioattorneygeneral.gov/Media/News-Releases,,https://www.ohioattorneygeneral.gov/Media/News-Releases/{month-year}/{slug},custom-aspnet,False,querystring,,,weekly,httpx_html,,ready_first_wave,0.85,['Date-based hierarchy in URL'],exec_govs_ags.json
OH,executive,auditor,,https://ohioauditor.gov/,https://ohioauditor.gov/news/pressreleases.html,,https://ohioauditor.gov/news/pressreleases/Details/[ID],[NEEDS VERIFICATION],False,numeric_id_walk,,,multiple_weekly,httpx_listing_with_numeric_id_walk,,ready_first_wave,0.88,['Audit releases vs press releases may need separation'],exec_other_statewide.json
